Date,SATL,MELI,MHVYF,RTX
2022-02-03,5.829999923706055,1047.2099609375,26.81999969482422,92.98999786376953
2022-02-04,5.920000076293945,1055.2900390625,25.690000534057617,93.9000015258789
2022-02-07,6.079999923706055,1077.2099609375,25.690000534057617,94.7300033569336
2022-02-08,5.989999771118164,1056.72998046875,28,95.31999969482422
2022-02-09,5.860000133514404,1134.719970703125,28.3700008392334,96.31999969482422
2022-02-10,5.730000019073486,1156.760009765625,27.860000610351562,96.95999908447266
2022-02-11,5.980000019073486,1145,27.850000381469727,96.05000305175781
2022-02-14,5.510000228881836,1136.3599853515625,28.579999923706055,95.5999984741211
2022-02-15,5.75,1176.8699951171875,28.579999923706055,94.9000015258789
2022-02-16,7.309999942779541,1166.239990234375,28.579999923706055,95.2699966430664
2022-02-17,7.21999979019165,1125.050048828125,28.809999465942383,95.16999816894531
2022-02-18,6.559999942779541,1030.6099853515625,28.809999465942383,95.01000213623047
2022-02-22,6.449999809265137,938,28.809999465942383,94.73999786376953
2022-02-23,5.84499979019165,996.1500244140625,28.809999465942383,94.52999877929688
2022-02-24,5.75,1037.97998046875,28.059999465942383,94.6500015258789
2022-02-25,6.21999979019165,1118.3299560546875,28.700000762939453,98.2699966430664
2022-02-28,6.079999923706055,1151,29,102.95999908447266
2022-03-01,6.369999885559082,1176.760009765625,31,104.33999633789062
2022-03-02,6.360000133514404,1148.4599609375,30.440000534057617,102.51000213623047
2022-03-03,6.170000076293945,1154.2900390625,30.75,101.3499984741211
2022-03-04,6.570000171661377,1107.3299560546875,31.34000015258789,99.94999694824219
2022-03-07,7,1069.8800048828125,31.350000381469727,103.0999984741211
2022-03-08,7.159999847412109,976.6699829101562,31.350000381469727,98.4000015258789
2022-03-09,7.710000038146973,993.530029296875,29.1200008392334,99.08000183105469
2022-03-10,8.109999656677246,962.719970703125,29.1200008392334,99.80000305175781
2022-03-11,8.682000160217285,955.2899780273438,29.1200008392334,99.75
2022-03-14,8.800000190734863,928.47998046875,30.920000076293945,97.66000366210938
2022-03-15,9.779999732971191,954.72998046875,30.920000076293945,98.0999984741211
2022-03-16,9.640000343322754,1076.1400146484375,30.920000076293945,97.63999938964844
2022-03-17,8.75,1150.4200439453125,30.920000076293945,97.79000091552734
2022-03-18,8.675000190734863,1191.469970703125,31,98.27999877929688
2022-03-21,8,1182.5,31,100.81999969482422
2022-03-22,8.100000381469727,1222.1199951171875,31,101.62999725341797
2022-03-23,7.940000057220459,1258.1700439453125,31.81999969482422,102.4800033569336
2022-03-24,8.039999961853027,1239.9100341796875,32.5,102.19999694824219
2022-03-25,8.039999961853027,1234.989990234375,33.150001525878906,102.97000122070312
2022-03-28,8.5600004196167,1230,32.880001068115234,102.16000366210938
2022-03-29,8.739999771118164,1267.6700439453125,34.04999923706055,101.4000015258789
2022-03-30,8.880000114440918,1255.510009765625,34.04999923706055,102.37999725341797
2022-03-31,8.4399995803833,1223.9300537109375,34.04999923706055,100.91000366210938
2022-04-01,8.850000381469727,1251.56005859375,33.61000061035156,100.44999694824219
2022-04-04,9.25,1275.8199462890625,32.72999954223633,100.4000015258789
2022-04-05,10,1265.300048828125,32.439998626708984,100.51000213623047
2022-04-06,9.979999542236328,1190,32.439998626708984,99.27999877929688
2022-04-07,9.829000473022461,1192.489990234375,32.439998626708984,101.2699966430664
2022-04-08,9.309000015258789,1178.9000244140625,32.439998626708984,102.73999786376953
2022-04-11,9.600000381469727,1154.5,32.560001373291016,102.94999694824219
2022-04-12,9.239999771118164,1185.8699951171875,32.560001373291016,103.9800033569336
2022-04-13,8.850000381469727,1144.0400390625,33.81999969482422,104.44999694824219
2022-04-14,8.5,1129.739990234375,34.5,104.9800033569336
2022-04-18,9.133999824523926,1081.5999755859375,35.06999969482422,105.45999908447266
2022-04-19,8.800000190734863,1139.3399658203125,34.22999954223633,105.66000366210938
2022-04-20,9.180000305175781,1137.800048828125,34.459999084472656,106.0199966430664
2022-04-21,9.399999618530273,1111.219970703125,35,106.0199966430664
2022-04-22,9.180000305175781,1029.93994140625,34.81999969482422,102.55999755859375
2022-04-25,9.067000389099121,1043.3900146484375,34.81999969482422,99.91999816894531
2022-04-26,8.979999542236328,1038.8199462890625,34.2400016784668,100.94999694824219
2022-04-27,9.399999618530273,1066.1400146484375,34.75,99.91000366210938
2022-04-28,9.199999809265137,1056.949951171875,33.54999923706055,99.26000213623047
2022-04-29,9.399999618530273,1050.489990234375,33.90999984741211,98.88999938964844
2022-05-02,9.399999618530273,1006.8699951171875,33.90999984741211,95.33000183105469
2022-05-03,9.3100004196167,1034.760009765625,33.90999984741211,96.12999725341797
2022-05-04,10.920000076293945,1028.989990234375,34.70000076293945,98.0199966430664
2022-05-05,8.199999809265137,994.489990234375,33.689998626708984,98.19999694824219
2022-05-06,8.300000190734863,986,34.7599983215332,96.05000305175781
2022-05-09,6.645999908447266,899.4299926757812,35.83000183105469,94.79000091552734
2022-05-10,6.275000095367432,836.1300048828125,33.34000015258789,93.86000061035156
2022-05-11,6.004000186920166,774.989990234375,33.31999969482422,94.12999725341797
2022-05-12,6,747.1199951171875,34.849998474121094,92.47000122070312
2022-05-13,5.940000057220459,805.8800048828125,35.5,92.61000061035156
2022-05-16,5.699999809265137,823,35.5,93.54000091552734
2022-05-17,5.635000228881836,835.3200073242188,35.5,95.13999938964844
2022-05-18,5.840000152587891,824.8499755859375,37.900001525878906,95.19999694824219
2022-05-19,5.619999885559082,823.3300170898438,38.63999938964844,92.45999908447266
2022-05-20,5.505000114440918,832.9500122070312,38.63999938964844,91.16999816894531
2022-05-23,5.349999904632568,782.8300170898438,38.63999938964844,92.0199966430664
2022-05-24,5.184999942779541,745.1199951171875,38.63999938964844,93.41999816894531
2022-05-25,5.130000114440918,734.530029296875,38.63999938964844,94.0999984741211
2022-05-26,5,788.7899780273438,38.63999938964844,95.86000061035156
2022-05-27,5.1020002365112305,818.6400146484375,39.29999923706055,96.72000122070312
2022-05-31,4.889999866485596,812.1799926757812,38.439998626708984,95.97000122070312
2022-06-01,4.872000217437744,806.8400268554688,39.79999923706055,96.27999877929688
2022-06-02,4.929999828338623,837.8099975585938,39.790000915527344,96.30999755859375
2022-06-03,4.894999980926514,826.1500244140625,39.790000915527344,96.62000274658203
2022-06-06,5.150000095367432,824.8300170898438,40.47999954223633,97.48999786376953
2022-06-07,5.690000057220459,835,40.47999954223633,100.68000030517578
2022-06-08,7.179999828338623,848.1900024414062,40.47999954223633,100.33000183105469
2022-06-09,6.199999809265137,810,41.959999084472656,99.16999816894531
2022-06-10,5.099999904632568,735.8599853515625,40.310001373291016,96.69000244140625
2022-06-13,4.650000095367432,659.9600219726562,40.310001373291016,93.52999877929688
2022-06-14,4.546000003814697,634.6699829101562,40.310001373291016,92.70999908447266
2022-06-15,4.210000038146973,683.8499755859375,38.88999938964844,93.19000244140625
2022-06-16,3.950000047683716,641.6699829101562,39.939998626708984,91.18000030517578
2022-06-17,5.039999961853027,648.6199951171875,38.040000915527344,90.01000213623047
2022-06-21,5,673.5900268554688,35.939998626708984,93.3499984741211
2022-06-22,4.360000133514404,695.6799926757812,34.720001220703125,93.81999969482422
2022-06-23,4.059999942779541,710,34.720001220703125,93.31999969482422
2022-06-24,4.090000152587891,745.9000244140625,33.45000076293945,94.37000274658203
2022-06-27,3.8410000801086426,752.6599731445312,33.45000076293945,95.05000305175781
2022-06-28,3.86899995803833,726.719970703125,33.45000076293945,96.79000091552734
2022-06-29,3.950000047683716,672.0900268554688,35.83000183105469,94.30000305175781
2022-06-30,4.289999961853027,653.3200073242188,35.77000045776367,96.2699966430664
2022-07-01,4.269999980926514,665.9500122070312,35.0099983215332,97.31999969482422
2022-07-05,4.110000133514404,719.8200073242188,35.0099983215332,95.44999694824219
2022-07-06,4.21999979019165,728.4099731445312,34.54999923706055,94.72000122070312
2022-07-07,4.300000190734863,727.1699829101562,34.54999923706055,95
2022-07-08,4.070000171661377,720.5900268554688,35.939998626708984,95.72000122070312
2022-07-11,4.065000057220459,696.3300170898438,35.939998626708984,95.13999938964844
2022-07-12,3.990000009536743,678.4099731445312,35.939998626708984,95.25
2022-07-13,3.890000104904175,666.2000122070312,35.75,94.33000183105469
2022-07-14,3.869999885559082,665,35.810001373291016,90.69999694824219
2022-07-15,3.950000047683716,698.510009765625,35.810001373291016,91.45999908447266
2022-07-18,4,723.6599731445312,35.849998474121094,92.31999969482422
2022-07-19,4.050000190734863,725.6300048828125,35.849998474121094,94.01000213623047
2022-07-20,4.099999904632568,784.4500122070312,36.279998779296875,95.13999938964844
2022-07-21,4.019999980926514,790.760009765625,36.279998779296875,95.04000091552734
2022-07-22,4.03000020980835,802.4199829101562,36.279998779296875,95.70999908447266
2022-07-25,4.210000038146973,773.969970703125,36.279998779296875,95.41000366210938
2022-07-26,4.300000190734863,743.8499755859375,36.16999816894531,93.37000274658203
2022-07-27,4.400000095367432,794.9500122070312,36.16999816894531,90.83000183105469
2022-07-28,4.5,811.5700073242188,36.939998626708984,92.66999816894531
2022-07-29,4.420000076293945,825,36.70000076293945,93.38999938964844
2022-08-01,4.380000114440918,838.969970703125,36.70000076293945,94.95999908447266
2022-08-02,4.440000057220459,849,37,94.77999877929688
2022-08-03,4.876999855041504,892.969970703125,37,94.93000030517578
2022-08-04,4.699999809265137,1084.989990234375,36.84000015258789,94.86000061035156
2022-08-05,5,1056.5400390625,35,93.0999984741211
2022-08-08,5.190000057220459,1074.5,34.65999984741211,93.69999694824219
2022-08-09,5.090000152587891,1015.7999877929688,34.65999984741211,92.30000305175781
2022-08-10,4.980000019073486,1076.760009765625,34.75,93.72000122070312
2022-08-11,5,1090.5999755859375,35.9900016784668,94.44999694824219
2022-08-12,5.03000020980835,1083.5999755859375,35.9900016784668,95.06999969482422
2022-08-15,5.380000114440918,1095.3399658203125,35.9900016784668,96.1500015258789
2022-08-16,5.170000076293945,1080,35.9900016784668,96.25
2022-08-17,5.079999923706055,1039.31005859375,35.9900016784668,95.63999938964844
2022-08-18,5.210000038146973,995,35.63999938964844,95.0199966430664
2022-08-19,4.869999885559082,952.0700073242188,35.63999938964844,95.01000213623047
2022-08-22,4.400000095367432,894.9299926757812,35.63999938964844,92.94999694824219
2022-08-23,4.989999771118164,908.1599731445312,35.63999938964844,92.6500015258789
2022-08-24,5.050000190734863,917.4400024414062,35.63999938964844,93.58000183105469
2022-08-25,4.704999923706055,919.8400268554688,35.63999938964844,96.22000122070312
2022-08-26,4.710000038146973,934.5999755859375,35.63999938964844,96.83000183105469
2022-08-29,4.695000171661377,891.6199951171875,35.63999938964844,92.98999786376953
2022-08-30,4.78000020980835,903.4500122070312,35.63999938964844,92.51000213623047
2022-08-31,4.730000019073486,886.2899780273438,35.63999938964844,91.23999786376953
2022-09-01,4.440000057220459,860,35.63999938964844,89.55000305175781
2022-09-02,4.630000114440918,883.239990234375,36.119998931884766,89.76000213623047
2022-09-06,4.519000053405762,871.6400146484375,36.119998931884766,88.36000061035156
2022-09-07,4.619999885559082,893.6400146484375,36.56999969482422,87.70999908447266
2022-09-08,4.630000114440918,930.6500244140625,36.56999969482422,87.08999633789062
2022-09-09,4.71999979019165,976.2000122070312,36.56999969482422,88.36000061035156
2022-09-12,4.630000114440918,1011.989990234375,36.7400016784668,88.69000244140625
2022-09-13,4.670000076293945,969.989990234375,36.7400016784668,86.94000244140625
2022-09-14,4.53000020980835,970.8599853515625,37,87.55000305175781
2022-09-15,4.409999847412109,982.8300170898438,37,86.94999694824219
2022-09-16,4.301000118255615,933.5,35.2400016784668,86.19999694824219
2022-09-19,4.199999809265137,933.7000122070312,35.2400016784668,85.33999633789062
2022-09-20,4.380000114440918,929.8099975585938,35.2400016784668,85.4800033569336
2022-09-21,4.25,931.47998046875,35.869998931884766,87.98999786376953
2022-09-22,4.309999942779541,884.9000244140625,36.4900016784668,84.52999877929688
2022-09-23,4.409999847412109,840.4299926757812,36.630001068115234,83.02999877929688
2022-09-26,4.552999973297119,833.97998046875,34.36000061035156,82.38999938964844
2022-09-27,4.5,830,33.59000015258789,82.05000305175781
2022-09-28,4.5,871.3200073242188,33.189998626708984,83.87999725341797
